"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Locators syntax rules","chromium","Tue Apr 15 07:33:23 UTC 2025","skipped","Tue Apr 15 07:33:23 UTC 2025","","firstTest.spec.ts","",""
"","0","Locators syntax rules","firefox","Tue Apr 15 07:33:26 UTC 2025","skipped","Tue Apr 15 07:33:26 UTC 2025","","firstTest.spec.ts","",""
"","1271","the first test","chromium","Tue Apr 15 07:33:21 UTC 2025","passed","Tue Apr 15 07:33:23 UTC 2025","","firstTest.spec.ts","",""
"","2447","the first test","firefox","Tue Apr 15 07:33:23 UTC 2025","passed","Tue Apr 15 07:33:26 UTC 2025","","firstTest.spec.ts","",""
