"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1542","the first test","chromium","Tue Apr 15 07:41:42 UTC 2025","passed","Tue Apr 15 07:41:44 UTC 2025","","firstTest.spec.ts","",""
"","2","Locators syntax rules","chromium","Tue Apr 15 07:41:42 UTC 2025","skipped","Tue Apr 15 07:41:42 UTC 2025","","firstTest.spec.ts","",""
"","3601","the first test","firefox","Tue Apr 15 07:41:42 UTC 2025","passed","Tue Apr 15 07:41:46 UTC 2025","","firstTest.spec.ts","",""
"","0","Locators syntax rules","firefox","Tue Apr 15 07:41:42 UTC 2025","skipped","Tue Apr 15 07:41:42 UTC 2025","","firstTest.spec.ts","",""
