"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Locators syntax rules","firefox","Tue Apr 15 07:30:09 UTC 2025","skipped","Tue Apr 15 07:30:09 UTC 2025","","firstTest.spec.ts","",""
"","3916","the first test","firefox","Tue Apr 15 07:30:04 UTC 2025","passed","Tue Apr 15 07:30:08 UTC 2025","","firstTest.spec.ts","",""
"","1323","the first test","chromium","Tue Apr 15 07:30:01 UTC 2025","passed","Tue Apr 15 07:30:03 UTC 2025","","firstTest.spec.ts","",""
"","1","Locators syntax rules","chromium","Tue Apr 15 07:30:03 UTC 2025","skipped","Tue Apr 15 07:30:03 UTC 2025","","firstTest.spec.ts","",""
