"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6576","the first test","webkit","Tue Apr 15 06:44:01 UTC 2025","passed","Tue Apr 15 06:44:07 UTC 2025","","firstTest.spec.ts","",""
"","1","Locators syntax rules","firefox","Tue Apr 15 06:42:57 UTC 2025","skipped","Tue Apr 15 06:42:57 UTC 2025","","firstTest.spec.ts","",""
"","1","Locators syntax rules","webkit","Tue Apr 15 06:44:07 UTC 2025","skipped","Tue Apr 15 06:44:07 UTC 2025","","firstTest.spec.ts","",""
"","2606","the first test","firefox","Tue Apr 15 06:42:54 UTC 2025","passed","Tue Apr 15 06:42:56 UTC 2025","","firstTest.spec.ts","",""
"","1394","the first test","chromium","Tue Apr 15 06:42:51 UTC 2025","passed","Tue Apr 15 06:42:53 UTC 2025","","firstTest.spec.ts","",""
"","0","Locators syntax rules","chromium","Tue Apr 15 06:42:53 UTC 2025","skipped","Tue Apr 15 06:42:53 UTC 2025","","firstTest.spec.ts","",""
